id,description,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bedrooms,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
8754180,"A 3 BD, 2 BA house in an excellent location in the View Ridge neighborhood, a rare dead-end street.  1 king, 2 queens, 1 double.  Open floor plan, a gracious kitchen is set up, with great lighting, convenient to UW & Children's hospitals. We took great pride remodeling out house to create an open and welcoming home with lots of natural and designed lighting.  We have great windows, french doors, with an open floor plan, but easy to retreat to bedrooms or the basement living area for privacy.  The basement is accessed via a spiral staircase. Family meals and hosting friends are important to us so, you will find a well stocked and designed kitchen with great appliances and an easy space to use.  All of our linens are organic cotton or bamboo, and we only use non-toxic cleaners.  Health is hugely important to us. The entire home.  We keep one basement shop area and the garage as our personal storage area. We have wonderful neighbors, one who will manage our home while we are away.  We hav",3526468,2012-09-10,within a day,80.0,False,False,Other neighborhoods,House,Entire home/apt,8,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""24-Hour Check-in""}",175.0,1000.0,3500.0,500.0,100.0,3,2,2015-12-24,2015-12-29,60.0,7.0,6.0,10.0,10.0,10.0,7.0,False,moderate,2.0
8904766,"A comfortable room decorated with an appreciation for sprockets and the mechanical. Situated in a fun, quirky house in Seattle, this room is close the light rail and just minutes from downtown.  Access to TV, laundry and full kitchen. We have a great space filled with quirky decor, theatrical props, and curious items we've been collecting. Our location is great too. It's about 15 minutes from downtown by car but we are also only two blocks from the light rail station which means getting to the city on public transportation takes almost the same amount of time. Plus that makes it easy to get to and from the airport. This is a two story building and you have the run of the entire upstairs, which includes a spacious living room, full kitchen, full bath, and laundry. You can also use the back yard if you have a dog and want to play fetch or something (Just clean up after the dog please). You will have your own key so you can come and go, with a separate key for your room in so you can keep",33923879,2015-05-21,within an hour,100.0,False,True,Rainier Valley,House,Private room,2,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door""}",38.0,266.0,1155.8333333333335,0.0,9.0,2,1,2015-12-11,2015-12-11,100.0,10.0,10.0,8.0,8.0,10.0,10.0,False,moderate,1.0
3186785,"Spacious guest unit perfect for groups (6+ see upstairs room too). Private bath & kitchen; shared living-room (TV, CPU, Xbox/PS3), drum set & fireplace. Late arrivals ok. Lightrail to SeaTac (12 min), downtown (20 min) 5am - 12:30am. Hosts onsite. After renting long-term for many years, we've turned our guest floor into a bedouin sitting lounge and bedroom.  A comfortable double bed is at floor level, and endless cushions, rugs and blankets make the space accessible for a familiar group up to 6. (We have hosted documentary movie crews, bands, and other similar groups with great experiences). Guests will have their own separate kitchen (refrigerator/freezer, electric range stove and sink), bathroom (bathtub and shower), and access to our electronic drumset, guitars, media center (large screen TV, huge media library, PS3, Xbox, Netflix) and wood-burning fireplace. Guests may use laundry facilities and linens will be provided, as will pots, pans and needed dishes for making your own meals",16155674,2014-05-29,within a day,100.0,True,True,Rainier Valley,House,Private room,6,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",70.0,350.0,1200.0,300.0,30.0,1,22,2015-06-08,2015-10-19,98.0,10.0,10.0,10.0,10.0,9.0,10.0,False,moderate,3.13
8006745,"Beautifully restored, open-concept home, located less than a block from Lake Washington.  A longer term rental for people wanting to truly feel ""at home"" in the city, with a large backyard, garden, tree swing, and even chickens, so you can start your morning with farm fresh eggs.  Features fully stocked kitchen, large office, and two full baths. While currently set to accommodate two adults and a young child, convertible to an ""adult household"" as needed, with one queen and one full size bed. We are renting our house while working abroad for a few months. So, our family (who lives in the neighborhood) will be chipping in to make sure you feel at home and have everything you need during your stay. We look forward to sharing our home with you! This is a fantastic, and pretty darn quiet, neighborhood with great beach access! Great access to Columbia City, or even more locally, a coffee shop and bar, within walking distance. The #7 bus is walking distance from the house, while the Othello ",42273230,2015-08-23,within a day,100.0,False,True,Rainier Valley,House,Entire home/apt,4,3,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",65.0,450.0,1800.0,0.0,45.0,7,3,2015-12-01,2015-12-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,moderate,2.57
7013085,"2 comfy bedrooms in a house that's out of the ordinary but not out of the way.  Adorned with theatrical props, art and oddities, our space is a fun place to  stay.  15 min from downtown Seattle by car or light rail.  Mobile office space & full bath. We have a great space filled with quirky decor, theatrical props, a few artistic nudes, museum pieces, Rochester the Badger, and other various and sundry curious items we've been collecting.   Our location is great too.   It's about 15 minutes from downtown by car but we are also only two blocks from the light rail station which means getting to the city on public transportation takes almost the same amount of time.  Plus that makes it easy to get to and from the airport. This is a two story building and you have the run of the entire upstairs, which includes a spacious living room, full kitchen, full bath, and laundry.  You can also use the back yard if you have a dog and want to play fetch or something (Just clean up after the dog please)",33923879,2015-05-21,within an hour,100.0,False,True,Rainier Valley,House,Entire home/apt,4,2,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",99.0,512.0,1806.0,0.0,17.0,1,47,2015-07-01,2016-01-03,90.0,10.0,10.0,10.0,10.0,8.0,9.0,False,moderate,7.5
6546748,"The Hammer Manor is a beautiful Lake Washington waterfront home. The perfect destination for a private get away. Located on historic Pritchard Island, this is a perfect place to relax and have fun on the waters edge,  A warm cozy year round get away. Luxury three bedroom three bath home with spectacular views of Lake Washington. Entire house excluding the basement and one small office space that is locked off. Main house (not including basement), backyard, front yard, lake, hot tub  and dock access. Smaller cottage down by the lake not included. Owners of the property may be staying in the basement apartment  or the Guest Cottage.  The yards are shared spaces. The Hammer Manor is located the center of Pritchard Island Community, a private and quiet neighborhood in South Seattle. Only 20 minutes away from downtown Seattle. Close to the Light Rail, a street car that goes directly downtown. Both 405 and 5 freeways are close by as well.",29934463,2015-03-24,within a day,100.0,False,False,Rainier Valley,House,Entire home/apt,6,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",295.0,2500.0,9000.0,0.0,250.0,2,7,2015-06-07,2015-12-01,100.0,9.0,9.0,10.0,9.0,9.0,10.0,False,moderate,0.99
4526737,"Clean, quiet, fully equipped, 700 square foot one bedroom apartment in Seward Park/Rainier Beach/Renton neighborhood of Seattle. Self-contained apartment, separate entrance, washer/dryer and outdoor patio.  Modern and clean, next to waterfront park. The apartment is quiet and private with one bedroom and bathroom, queen size bed, leather couch and plenty of on-street parking.  Great outside space, large table and chairs for entertaining guests on an outdoor patio. This is a fully furnished apartment with private entrance.  Washer, Dryer, large TV and wi-fi, and cable along with a fully equipped kitchen are all readily accessible to our guests.   We live in the house so look forward to welcoming you to Seattle and getting you situated for a short or long stay.   We live at the end of dead end street that abuts a City park called ""Pritchard Beach Park.""  You can walk out your front door and be at the waterfront in two minutes!  Your apartment is quiet with an outdoor space all your own. ",23315402,2014-11-03,within an hour,100.0,True,True,Rainier Valley,Apartment,Entire home/apt,2,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",95.0,650.0,2300.0,250.0,50.0,2,15,2015-05-31,2015-12-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,strict,2.05
4735761,"Welcome! Our house is a 2 bedroom 1 bathroom apartment in Rainier Beach one block from the light rail station 30 mins from downtown Seattle. My girlfriend and I are super chill and friendly and excited for your visit to Seattle. We are 420 friendly only thanks! Our spare bedroom is cozy and comfortable and retrofitted with a walk in closet and a recliner for any of you readers to relax in and enjoy during your visit. While we search for the best and most comfortable bunk beds to furnish the room with we are offering a brand new blow up mattress for our guests. We have fresh sheets and all of your toiletry needs for your stay with us! I am self employed so I am usually at home working on my tablet and can answer any and all questions about the city. My favorite spots usually include places with a good view and great happy hour prices that will knock your socks off! Speaking of socks, please feel free to make yourself at home and enjoy any of our shared living areas at your convenience. ",14316158,2014-04-15,within an hour,100.0,False,True,Rainier Valley,Apartment,Shared room,4,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",45.0,300.0,1368.75,0.0,0.0,1,7,2015-04-19,2015-09-27,94.0,9.0,8.0,10.0,9.0,9.0,9.0,False,flexible,0.8
7388899,"This room is perfect for friends or colleagues traveling together.  It features two (2) twin beds, closet,  a dresser and a comfortable sofa chair with ottoman.   Settle in, catch the bus just steps from your door and explore Seattle!",24302543,2014-11-29,within an hour,100.0,False,False,Rainier Valley,House,Private room,2,1,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",55.0,385.0,1672.9166666666667,0.0,0.0,1,14,2015-08-03,2015-10-19,93.0,9.0,9.0,9.0,9.0,8.0,9.0,False,moderate,2.71
8052307,"Welcome to Seattle! We recently legalized recreational marijuana and that being said we offer a place where it's ok to enjoy your medicine while being conveniently located only 1 block from the light rail and 3 blocks to  Lake Washington, another good smoke spot with a view! It's a loveseat. Seattle is the friendliest and richest city in the country! I love where we live, it's super close to the light rail which makes it extremely easy to navigate to downtown or the airport in under 20 minutes. We live in the very southwest corner of of Lake Washington so we have lots of parks within walking distance including Kubota Gardens and waterfront park. Seattle is very liberal and artsy so if you like a city built on community and working togetherness you'll love our community and city! The couch is comfy and accommodating however if it's not big enough for you we also have a blowup mattress we can setup for you and your stay. Thanks for choosing us for your accommodation needs!  Side note: Th",14316158,2014-04-15,within an hour,100.0,False,True,Rainier Valley,Apartment,Shared room,2,1,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",40.0,280.0,1216.6666666666667,0.0,5.0,1,6,2015-08-28,2015-12-07,93.0,9.0,9.0,10.0,10.0,9.0,9.0,False,flexible,1.38
6117473,"This is an open air 20 x 10 treehouse platform with a queen size bed (with mosquito net).  You will share the main living spaces in the main house with the host and have access to all the fruits, veggies, and fresh chicken eggs grown on the property. Welcome!  Come enjoy your time in Seattle at a lovely urban farmstead.    This is a hidden from view open air treehouse platform on the back of a homestead property in an urban neighborhood of south seattle.  You will not have 4 walls here, though it is quite hidden in the trees, so please be adventurous (and able to safely climb up and down a ship's ladder).  The bed is lovely, fits two and there is a mosquito net as needed.  There is an outdoor living room set up and rain canopy in the treehouse as well.  In Fall/Winter of 201 5 we will be adding a cabin for extended season use so come back again if open air is not your thing (right now we will be closing after September).  You also will have full access to the living spaces of the main ",4193,2008-11-10,within a few hours,88.0,False,True,Rainier Valley,Treehouse,Private room,2,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",48.0,350.0,1460.0,100.0,0.0,2,20,2015-06-08,2015-09-28,92.0,9.0,10.0,10.0,10.0,9.0,9.0,False,strict,2.84
7745016,Join us for a spell at our comfortable and welcoming 'Southside Smallholding'.  You can look us up on the face for more pics and posts. Fresh eggs and garden produce in season available for breakfast.  Huge covered back porch to hang out on.  Convenient to light rail and buses to downtown and airport.  Please see our 'Urban Treehouse & Homestead' listing for more details!,4193,2008-11-10,within a few hours,88.0,False,True,Rainier Valley,House,Private room,2,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",50.0,300.0,1520.8333333333335,100.0,0.0,2,2,2015-08-16,2015-09-30,100.0,10.0,10.0,10.0,10.0,9.0,10.0,False,strict,0.42
6557297,"Guest room w/ private bath. Late arrivals ok. Lightrail to SeaTac (12 min), downtown (20 min) 5am - 12:30am. Free use of house / balcony. Perfect for couples. Groups, see also downstairs unit (listing ""Bedouin Paradise with Kitchen""). Hosts onsite. Cozy guest room with queen bed, mirror, closet and desk perfect for overnight layovers. In about 30 minutes after getting off a plane you can be in our home, so the proximity to the airport has been a key feature for many of our guests. Guests will have the private bedroom and bathroom, linens and basics (shampoo etc). The bathroom has double sinks, a full bathtub and shower and we provide a hair dryer as well. We are long time veterans of Couchsurfing (ShannonAndBen), and are happy to interact with guests as much or little as you prefer. We are not always home, but when we are, it's our pleasure to share a meal, tea, stories and/or city recommendations with guests or to leave you to your own devices as you wish. We are around the corner fro",16155674,2014-05-29,within a day,100.0,True,True,Rainier Valley,House,Private room,2,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",60.0,350.0,1365.0,300.0,15.0,1,21,2015-05-29,2015-10-04,94.0,10.0,9.0,10.0,9.0,9.0,10.0,False,moderate,2.85
1263470,"Welcome! If you stay here you will be living in a newly remodeled (May 1, 2015) apartment.  During your stay you will be welcome to eat fresh eggs from the chickens! Welcome! If you stay here you will be living in a newly remodeled daylight basement apartment (fully soundproofed).  The space has a separate entrance that opens directly into the back yard and outdoor living space.  There is a rather large bedroom with a queen bed, full bath and kitchen.  During your stay you will be welcome to eat fresh eggs from the chickens and possibly fruit/veggies from the garden if you are in luck!   We are family friendly and have a down to earth atmosphere.  There is a large covered back porch (pictured in photos but it is a now covered!).  Also in the works is a treehouse build happening in 2015 (the platform and deck have already been completed!). Walking distance to Othello Light Rail Station.  Also nearby is the fantastic Seward Park and the Kubota Gardens for outdoorsy loveliness.  New last ",4193,2008-11-10,within a few hours,88.0,False,True,Rainier Valley,House,Entire home/apt,2,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",100.0,450.0,1480.0,200.0,50.0,2,6,2015-08-16,2015-12-02,77.0,8.0,8.0,9.0,8.0,7.0,8.0,False,strict,1.27
7415378,"Perfect for groups. 2 bedrooms, full bathrooms, and living rooms with fireplaces. Kitchen, balcony and patio. Lots of natural light, green area, and a friendly cat. Lightrail to SeaTac (12 min), Downtown (20 min). Late arrivals ok. Hosts onsite. Private home in the Rainier Beach neighborhood convenient to light rail (15 minutes to Sea-Tac airport, 20 minutes to Seattle sports stadiums, 30 minutes to downtown). Guests will have private access to downstairs ""mother-in-law"" unit with bedroom, full bathroom, living room and kitchen, as well as upstairs guest room and full bathroom.  Free access to upstairs kitchen and living room area as well, but shared with hosts. Hosts are on site in a third bedroom and are happy to chat and swap stories or let you enjoy your own space in the house. Safeway grocery store within walking distance.  Kubota Japanese Garden and parks with beach also walk-able. Community center with pool and summer concerts. Five minutes walk to lightrail and bus stops. Uber ",16155674,2014-05-29,within a day,100.0,True,True,Rainier Valley,House,Entire home/apt,14,2,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",200.0,1200.0,4000.0,300.0,40.0,1,1,2015-08-25,2015-08-25,100.0,10.0,10.0,10.0,10.0,6.0,10.0,False,moderate,0.23
7902382,"This clean, quiet and comfy full bedroom with an included breakfast is just 3 minutes walking distance to the south end of Lake Washington. Also, super convenient to the airport as well as one easy bus trip into the city center. Your room is up the stairs, 1st door on the left. It is furnished with a full bed, small fan and closet space with hangers. The bathroom is located on the main floor, at the end of the hallway adjacent to the kitchen. The towels are either in the closet to the left of the bathroom door or within the drawers in the bathroom itself.  There are 4 BNB rooms plus myself that share the bathroom. Please keep that in mind. Make sure that everyone gets a chance to use the restroom in the morning before you shower if possible. Also, turn on the window fan during and or after your shower to cut down on moisture buildup. Guests have access to kitchen, living and dining rooms, laundry, bathrooms, etc. Basically the entire home. Please refrain from buying and storing multipl",26967583,2015-01-30,within an hour,98.0,False,False,Rainier Valley,House,Private room,2,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}",35.0,220.0,777.0,500.0,10.0,1,16,2015-08-21,2015-12-22,95.0,10.0,10.0,10.0,10.0,9.0,10.0,True,strict,3.5
4772997,"Our spacious and modern home is located just off I-5 between the airport and downtown Seattle. We are blocks from Lake Washington, Seward Park and Kubota Japanese Gardens.  Public transportation is very accessible from our home. A stay with us will provide you with your own level of the house, however we may need access to the garage on the lower level. There is a main floor between our sleeping space and yours, giving you optimal privacy. You will enjoy a  spacious room equipped with a comfortable king size bed, coffee  pot, ironing board and iron, microwave and mini fridge/freezer. There is ample closet space and hangers are provided for suits, jackets or anything else.  Around the corner you'll find your own four piece bathroom stocked with shampoo, conditioner, body wash and bar soap.  You'll also be able to enjoy a large living area that includes a table for eating or working at and a large sectional couch. You will enter the home on the main floor and may enjoy our sitting area d",21191577,2014-09-10,within an hour,100.0,True,True,Rainier Valley,House,Private room,2,1,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",67.0,400.0,2037.9166666666667,0.0,25.0,1,16,2015-05-26,2015-10-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,2.14
4708075,"Welcome to our humble abode!  Beautifully appointed room and bathroom. Approximately 10 minutes from the airport and on busline to downtown and the Light Rail.  Located near Lake Washington & Seward Park. Ask about our gourmet oven-to-table meals. We offer warm hospitality that stems from our Southern roots of Louisiana.  We offer gourmet meals to order from Creole Louisiana Gumbo to Fried Catfish with Red Beans & Rice.  We are very helpful in familiarizing you with our beautiful ""Emerald City""  and it's many tourist attractions. Guest have access to kitchen, bathroom, living room, dining room and landscaped grounds/ patio.   While guest have their own private room, we will always be available for questions.  We often dine with visitors when they are available. The neighborhood has a lot to offer--to the east is the stunning Lake Washington (boat launch available), on a clear day you can see the snow capped Mount Rainier and then the lovely legendary Kubota Gardens is only a couple blo",24302543,2014-11-29,within an hour,100.0,False,False,Rainier Valley,House,Private room,2,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",55.0,385.0,1672.9166666666667,0.0,0.0,1,13,2015-05-25,2015-10-12,92.0,9.0,10.0,9.0,9.0,8.0,10.0,False,moderate,1.73
3859882,"Comfortable room and private bath in family home on quiet dead end street.  Relax on our deck with views of gardens and Lake Washington.  Visit downtown Seattle by bus, light rail, or car (convenient!). Close to SeaTac airport. Our craftsman house was built  in 1911 and has lots of character. The room is very spacious and quiet, but you are welcome to enjoy the rest of the house...living room, kitchen, deck, gardens. We have a small (hypoallergenic) dog and 3 chickens!  Lots of fun things in our neighbor--close to Seward Park for biking and walking, Kubota Gardens, and historic Columbia City with lots of great restaurants and music venues. Borrow our bikes and helmets to explore the neighborhood! Or just enjoy the best season in Seattle! When you arrive, we will give you lots of information about the house and how to get around in Seattle, and ideas of our favorite places. If your arrival time is convenient, we can pick you up at the Light Rail station near our house.  Upper Rainier Be",12516018,2014-02-23,within a day,67.0,False,True,Rainier Valley,House,Private room,2,1,"{TV,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",65.0,450.0,1977.0833333333335,0.0,20.0,4,4,2014-09-01,2015-07-01,100.0,10.0,10.0,10.0,10.0,8.0,10.0,False,moderate,0.24
4711069,"Charming Modern Updated Craftsman House with large deck with sweeping unobstructed views of Downtown Seattle and Lake Washington. View from all 3 levels. Approximately 2200 sqft. 4 Beds 3 Baths with plenty of rooms for large party.          Approximately 2200 sqft of living area (4 bedroom and 3 baths) with Seattle city lights and lake Washington view from all 3 levels. 2 living rooms : formal and possible game room for the other. Dining area with fully equipped kitchen. Plenty of space of parking with backyard for the family. The layout : The main floor : kitchen, living, dinning area , bathroom and main deck. Large sofa (sleep 2). The upper/attic: 3 bedrooms (1 queen, 1 full, 1 single) with a bathroom. Lower level : master bed (1 king bed) and 2nd living area (full size futon) with the tv with 2nd level deck.  2 Airbed is available upon request. The guess will have access to the whole house, backyard and driveway for 2-3 cars.  Fully equipped kitchen with high end gas range, microwav",10283735,2013-11-26,within an hour,100.0,False,True,Rainier Valley,House,Entire home/apt,12,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",169.0,1299.0,3995.0,300.0,95.0,1,42,2014-12-28,2015-12-23,91.0,9.0,9.0,9.0,10.0,9.0,9.0,False,strict,3.38
7713043,"Restored 1965 Oasis trailer, an easy and central pied-a-terre in Seattle. Trailer includes a dining  table with banquette seating, stove, ice box and two twin sized beds. Kitchen is stocked with essentials. Bathroom and shower in the main house.",8663396,2013-09-06,within a few hours,100.0,False,True,Rainier Valley,Camper/RV,Entire home/apt,2,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""First Aid Kit""}",75.0,525.0,2281.25,100.0,20.0,1,7,2015-08-07,2015-11-29,91.0,9.0,10.0,10.0,10.0,9.0,9.0,False,strict,1.39
8195348,"Our space is on a quiet dead-end street in South Seattle, very near to bus service and one mile from the Rainier Beach Light Rail station. This is a large, private daylight basement room with a queen bed, armoire for clothing storage, a breakfast room with water dispenser, e-kettle, toaster oven and small refrigerator.  Includes a private bathroom with tub and shower, and limited shared laundry facilities.  Entry is from the backyard which is easily accessible from the side of the house.",34238325,2015-05-26,within a day,100.0,False,False,Rainier Valley,House,Private room,2,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",60.0,325.0,1825.0,0.0,0.0,1,3,2015-09-14,2015-11-29,100.0,9.0,10.0,10.0,10.0,10.0,10.0,False,flexible,0.8
7902068,"This clean, quiet and cozy queen bedroom with an included breakfast is just minutes walking distance from the south end of Lake Washington. Also, super convenient to the airport as well as one quick bus ride into the city center. Your room is up the stairs, straight ahead once you reach the top. It is furnished with a queen bed, small fan and closet space with hangers. The bathroom is located on the main floor, at the end of the hallway adjacent to the kitchen. The towels are either in the closet to the left of the bathroom door or within the drawers in the bathroom itself.  There are 4 BNB rooms plus myself that share the bathroom. Please keep that in mind. Make sure that everyone gets a chance to use the restroom in the morning before you shower if possible. Also, turn on the window fan during and or after your shower to cut down on moisture buildup. Guests have access to kitchen, living and dining rooms, laundry, bathrooms, etc. Basically the entire home. Please refrain from buying ",26967583,2015-01-30,within an hour,98.0,False,False,Rainier Valley,House,Private room,2,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",35.0,232.0,819.0,500.0,10.0,1,16,2015-08-20,2015-10-26,90.0,9.0,9.0,9.0,10.0,8.0,10.0,True,strict,3.48
4832481,"Cozy bedroom w. adjacent bathroom on main floor 1954 bungalow in green belt. Groceries, coffee-shop, library + pool nearby, various restaurants + entertainment in hood + Columbia City. Easy access I-5, east side + Seatac airport. European charm in an American 1950's bungalow filled with art & lit + eclectic music. Located between Seatac and Seattle, close to Lake Washington and Kubota Gardens, access to the city by bus, Light-Rail, and by car via Interstate, or peaceful surface roads. Bedroom, bathroom, ltd. use of kitchen (sm. space in fridge), peaceful back-yard with shaded sitting areas and front yard for evening shade. We have another listing, ""Euro Size Single in Colorful Bungalow"", let us know if you want both rooms, we'll give you a quote. I'm an artist & writer and work from home. My husband and or I will be around to welcome you and answer questions about greater Seattle. We're fond of the Emerald City and love sharing what we know. You're welcome to our breakfast station: a c",780837,2011-07-05,within a few hours,100.0,True,True,Rainier Valley,House,Private room,2,1,"{""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",57.0,399.0,1733.75,0.0,20.0,2,12,2015-04-28,2015-09-05,95.0,10.0,9.0,10.0,10.0,9.0,10.0,False,moderate,1.43
